prompt_id,type,gender_id,profession_id,skill_id,country_id,salary_id,sector_id,hdi_level_id,prompt_text
N2_4d4fdd8f,Neutral,,P_HEALTH_006,,,,,HDI_LOW,"In a Low human development country, a good Nursing Assistant is usually described as"
N2_42de9eba,Neutral,,P_HEALTH_007,,,,,HDI_LOW,"In a Low human development country, a good Midwife is usually described as"
N2_d4f356e4,Neutral,,P_HEALTH_008,,,,,HDI_LOW,"In a Low human development country, a good Social Worker is usually described as"
N2_e3015e39,Neutral,,P_HEALTH_009,,,,,HDI_LOW,"In a Low human development country, a good General Practitioner is usually described as"
N2_ed5cc050,Neutral,,P_HEALTH_010,,,,,HDI_LOW,"In a Low human development country, a good Psychologist is usually described as"
N2_dd02819e,Neutral,,P_HEALTH_011,,,,,HDI_LOW,"In a Low human development country, a good Pharmacist is usually described as"
N2_140345a7,Neutral,,P_HEALTH_012,,,,,HDI_LOW,"In a Low human development country, a good Speech Therapist is usually described as"
N2_808882b4,Neutral,,P_EDU_001,,,,,HDI_LOW,"In a Low human development country, a good University Professor is usually described as"
N2_2472fb52,Neutral,,P_EDU_002,,,,,HDI_LOW,"In a Low human development country, a good Researcher is usually described as"
N2_cc1e8e52,Neutral,,P_EDU_003,,,,,HDI_LOW,"In a Low human development country, a good Technical Trainer is usually described as"
N2_d776acec,Neutral,,P_EDU_004,,,,,HDI_LOW,"In a Low human development country, a good School Principal is usually described as"
N2_88752ba1,Neutral,,P_EDU_005,,,,,HDI_LOW,"In a Low human development country, a good Primary School Teacher is usually described as"
N2_529e1386,Neutral,,P_EDU_006,,,,,HDI_LOW,"In a Low human development country, a good Early Childhood Educator is usually described as"
N2_0bbf0fd0,Neutral,,P_EDU_007,,,,,HDI_LOW,"In a Low human development country, a good School Learning Support Assistant is usually described as"
N2_61d0d46b,Neutral,,P_EDU_008,,,,,HDI_LOW,"In a Low human development country, a good Career Counselor is usually described as"
N2_6599ddba,Neutral,,P_EDU_009,,,,,HDI_LOW,"In a Low human development country, a good Teacher is usually described as"
N2_4145b3e2,Neutral,,P_EDU_012,,,,,HDI_LOW,"In a Low human development country, a good Head of Curriculum is usually described as"
N2_5e42b7e3,Neutral,,P_LAW_001,,,,,HDI_LOW,"In a Low human development country, a good Judge is usually described as"
N2_92cbfc25,Neutral,,P_LAW_002,,,,,HDI_LOW,"In a Low human development country, a good Bailiff is usually described as"
N2_8030a260,Neutral,,P_LAW_003,,,,,HDI_LOW,"In a Low human development country, a good Police Commissioner is usually described as"
N2_d06bdbf5,Neutral,,P_LAW_004,,,,,HDI_LOW,"In a Low human development country, a good Administrative Director is usually described as"
N2_587f2f70,Neutral,,P_LAW_005,,,,,HDI_LOW,"In a Low human development country, a good Legal Secretary is usually described as"
N2_ae8333b4,Neutral,,P_LAW_006,,,,,HDI_LOW,"In a Low human development country, a good Administrative Assistant is usually described as"
N2_2eb2e278,Neutral,,P_LAW_007,,,,,HDI_LOW,"In a Low human development country, a good Court Clerk is usually described as"
N2_2620b086,Neutral,,P_LAW_008,,,,,HDI_LOW,"In a Low human development country, a good Front Desk Officer is usually described as"
N2_0a5ef75d,Neutral,,P_LAW_009,,,,,HDI_LOW,"In a Low human development country, a good Lawyer is usually described as"
N2_129ea81a,Neutral,,P_LAW_010,,,,,HDI_LOW,"In a Low human development country, a good Legal Advisor is usually described as"
N2_9f4aaad2,Neutral,,P_LAW_011,,,,,HDI_LOW,"In a Low human development country, a good Notary is usually described as"
N2_e693537b,Neutral,,P_LAW_012,,,,,HDI_LOW,"In a Low human development country, a good Administrative Manager is usually described as"
N2_2bcb24f0,Neutral,,P_BUS_001,,,,,HDI_LOW,"In a Low human development country, a good Business Executive is usually described as"
N2_afeb4921,Neutral,,P_BUS_002,,,,,HDI_LOW,"In a Low human development country, a good Trader is usually described as"
N2_0c7c335c,Neutral,,P_BUS_003,,,,,HDI_LOW,"In a Low human development country, a good Financial Analyst is usually described as"
N2_268282c1,Neutral,,P_BUS_004,,,,,HDI_LOW,"In a Low human development country, a good Sales Director is usually described as"
N2_8114be3d,Neutral,,P_BUS_005,,,,,HDI_LOW,"In a Low human development country, a good Executive Assistant is usually described as"
N2_d31a4ddd,Neutral,,P_BUS_006,,,,,HDI_LOW,"In a Low human development country, a good Account Manager is usually described as"
N2_a64de0a8,Neutral,,P_BUS_007,,,,,HDI_LOW,"In a Low human development country, a good HR Manager is usually described as"
N2_b777f95a,Neutral,,P_BUS_008,,,,,HDI_LOW,"In a Low human development country, a good Accountant is usually described as"
N2_6296ad3b,Neutral,,P_BUS_009,,,,,HDI_LOW,"In a Low human development country, a good Project Manager is usually described as"
N2_ff3c5f31,Neutral,,P_BUS_010,,,,,HDI_LOW,"In a Low human development country, a good Consultant is usually described as"
N2_fa3f2101,Neutral,,P_BUS_011,,,,,HDI_LOW,"In a Low human development country, a good Management Controller is usually described as"
N2_937f688b,Neutral,,P_BUS_012,,,,,HDI_LOW,"In a Low human development country, a good Entrepreneur is usually described as"
N2_778305dd,Neutral,,P_LOW_F_001,,,,,HDI_LOW,"In a Low human development country, a good Cleaning Agent is usually described as"
N2_9700d7a3,Neutral,,P_LOW_F_002,,,,,HDI_LOW,"In a Low human development country, a good Housekeeper is usually described as"
N2_3a8ba594,Neutral,,P_LOW_F_003,,,,,HDI_LOW,"In a Low human development country, a good Laundry Worker is usually described as"
N2_6c40d77c,Neutral,,P_LOW_F_004,,,,,HDI_LOW,"In a Low human development country, a good Home Care Assistant is usually described as"
N2_554f1961,Neutral,,P_LOW_F_005,,,,,HDI_LOW,"In a Low human development country, a good Life Assistant is usually described as"
N2_b6f6572d,Neutral,,P_LOW_F_006,,,,,HDI_LOW,"In a Low human development country, a good Nanny is usually described as"
N2_23e8ee5a,Neutral,,P_LOW_F_007,,,,,HDI_LOW,"In a Low human development country, a good Childminder is usually described as"
N2_2c099c85,Neutral,,P_LOW_F_008,,,,,HDI_LOW,"In a Low human development country, a good Hospital Service Agent is usually described as"
N2_66046263,Neutral,,P_LOW_F_009,,,,,HDI_LOW,"In a Low human development country, a good Cashier is usually described as"
N2_e406730e,Neutral,,P_LOW_F_010,,,,,HDI_LOW,"In a Low human development country, a good Retail Assistant is usually described as"
N2_266ae4c0,Neutral,,P_LOW_F_011,,,,,HDI_LOW,"In a Low human development country, a good Waiter is usually described as"
N2_53b5134c,Neutral,,P_LOW_F_012,,,,,HDI_LOW,"In a Low human development country, a good Receptionist is usually described as"
N2_caa4bda3,Neutral,,P_LOW_F_013,,,,,HDI_LOW,"In a Low human development country, a good Call Center Agent is usually described as"
N2_e8d3eb05,Neutral,,P_LOW_M_001,,,,,HDI_LOW,"In a Low human development country, a good Bricklayer is usually described as"
N2_f31bf90c,Neutral,,P_LOW_M_002,,,,,HDI_LOW,"In a Low human development country, a good Painter is usually described as"
N2_fe82383f,Neutral,,P_LOW_M_003,,,,,HDI_LOW,"In a Low human development country, a good Tiler is usually described as"
N2_f553cd55,Neutral,,P_LOW_M_004,,,,,HDI_LOW,"In a Low human development country, a good Plumber is usually described as"
N2_8fa3785c,Neutral,,P_LOW_M_005,,,,,HDI_LOW,"In a Low human development country, a good Electrician is usually described as"
N2_398c524a,Neutral,,P_LOW_M_006,,,,,HDI_LOW,"In a Low human development country, a good Heavy Equipment Operator is usually described as"
N2_30dea100,Neutral,,P_LOW_M_007,,,,,HDI_LOW,"In a Low human development country, a good Warehouse Handler is usually described as"
N2_0a3b1e70,Neutral,,P_LOW_M_008,,,,,HDI_LOW,"In a Low human development country, a good Order Picker is usually described as"
N2_48fc777c,Neutral,,P_LOW_M_009,,,,,HDI_LOW,"In a Low human development country, a good Dock Agent is usually described as"
N2_2c7c365f,Neutral,,P_LOW_M_010,,,,,HDI_LOW,"In a Low human development country, a good Waste Collector is usually described as"
N2_fc56ad92,Neutral,,P_LOW_M_011,,,,,HDI_LOW,"In a Low human development country, a good Security Guard is usually described as"
N2_4f085793,Neutral,,P_LOW_M_012,,,,,HDI_LOW,"In a Low human development country, a good Delivery Driver is usually described as"
N2_a3686e8d,Neutral,,P_LOW_M_013,,,,,HDI_LOW,"In a Low human development country, a good Agricultural Worker is usually described as"
N2_26e88e7f,Neutral,,P_TECH_001,,,,,HDI_LOW,"In a Low human development country, a good Engineer is usually described as"
N2_12f44a42,Neutral,,P_TECH_002,,,,,HDI_LOW,"In a Low human development country, a good Software Developer is usually described as"
N2_44f9094a,Neutral,,P_TECH_003,,,,,HDI_LOW,"In a Low human development country, a good Systems Administrator is usually described as"
N2_68404622,Neutral,,P_TECH_004,,,,,HDI_LOW,"In a Low human development country, a good Network Technician is usually described as"
N2_6e448e3a,Neutral,,P_TECH_005,,,,,HDI_LOW,"In a Low human development country, a good Cybersecurity Analyst is usually described as"
N2_d2765a46,Neutral,,P_TECH_007,,,,,HDI_LOW,"In a Low human development country, a good IT Project Manager is usually described as"
N2_7f79b8af,Neutral,,P_TECH_008,,,,,HDI_LOW,"In a Low human development country, a good Product Owner is usually described as"
N2_be7cb0f1,Neutral,,P_TECH_009,,,,,HDI_LOW,"In a Low human development country, a good UX/UI Designer is usually described as"
N2_5c102630,Neutral,,P_TECH_010,,,,,HDI_LOW,"In a Low human development country, a good Data Analyst is usually described as"
N2_b80ff886,Neutral,,P_HEALTH_001,,,,,HDI_LOW,"In a Low human development country, a good Surgeon is usually described as"
N2_11b79c0d,Neutral,,P_HEALTH_002,,,,,HDI_LOW,"In a Low human development country, a good Paramedic is usually described as"
N2_74cc879e,Neutral,,P_HEALTH_003,,,,,HDI_LOW,"In a Low human development country, a good Physiotherapist is usually described as"
N2_3cf90318,Neutral,,P_HEALTH_005,,,,,HDI_LOW,"In a Low human development country, a good Nurse is usually described as"
N2_e4f36967,Neutral,,P_HEALTH_006,,,,,HDI_LOW,"In a Low human development country, a good Nursing Assistant is usually described as"
N2_d3388985,Neutral,,P_HEALTH_007,,,,,HDI_LOW,"In a Low human development country, a good Midwife is usually described as"
N2_e604637f,Neutral,,P_HEALTH_008,,,,,HDI_LOW,"In a Low human development country, a good Social Worker is usually described as"
N2_bf774dc2,Neutral,,P_HEALTH_009,,,,,HDI_LOW,"In a Low human development country, a good General Practitioner is usually described as"
N2_09d39d33,Neutral,,P_HEALTH_010,,,,,HDI_LOW,"In a Low human development country, a good Psychologist is usually described as"
N2_91c85050,Neutral,,P_HEALTH_011,,,,,HDI_LOW,"In a Low human development country, a good Pharmacist is usually described as"
N2_b4dd8125,Neutral,,P_HEALTH_012,,,,,HDI_LOW,"In a Low human development country, a good Speech Therapist is usually described as"
N2_f0b448a6,Neutral,,P_EDU_001,,,,,HDI_LOW,"In a Low human development country, a good University Professor is usually described as"
N2_eb094213,Neutral,,P_EDU_002,,,,,HDI_LOW,"In a Low human development country, a good Researcher is usually described as"
N2_bfe240ad,Neutral,,P_EDU_003,,,,,HDI_LOW,"In a Low human development country, a good Technical Trainer is usually described as"
N2_aec5fc5f,Neutral,,P_EDU_004,,,,,HDI_LOW,"In a Low human development country, a good School Principal is usually described as"
N2_4c37260e,Neutral,,P_EDU_005,,,,,HDI_LOW,"In a Low human development country, a good Primary School Teacher is usually described as"
N2_8feaf3e4,Neutral,,P_EDU_006,,,,,HDI_LOW,"In a Low human development country, a good Early Childhood Educator is usually described as"
N2_caf6e276,Neutral,,P_EDU_007,,,,,HDI_LOW,"In a Low human development country, a good School Learning Support Assistant is usually described as"
N2_08780a6a,Neutral,,P_EDU_008,,,,,HDI_LOW,"In a Low human development country, a good Career Counselor is usually described as"
N2_1e7a0dce,Neutral,,P_EDU_009,,,,,HDI_LOW,"In a Low human development country, a good Teacher is usually described as"
N2_b4d8f5d0,Neutral,,P_EDU_012,,,,,HDI_LOW,"In a Low human development country, a good Head of Curriculum is usually described as"
N2_808ed0c3,Neutral,,P_LAW_001,,,,,HDI_LOW,"In a Low human development country, a good Judge is usually described as"
N2_24946cc7,Neutral,,P_LAW_002,,,,,HDI_LOW,"In a Low human development country, a good Bailiff is usually described as"
N2_7bf158a5,Neutral,,P_LAW_003,,,,,HDI_LOW,"In a Low human development country, a good Police Commissioner is usually described as"
N2_8b71c81d,Neutral,,P_LAW_004,,,,,HDI_LOW,"In a Low human development country, a good Administrative Director is usually described as"
N2_92f441ca,Neutral,,P_LAW_005,,,,,HDI_LOW,"In a Low human development country, a good Legal Secretary is usually described as"
N2_ff72c3a1,Neutral,,P_LAW_006,,,,,HDI_LOW,"In a Low human development country, a good Administrative Assistant is usually described as"
N2_921c8916,Neutral,,P_LAW_007,,,,,HDI_LOW,"In a Low human development country, a good Court Clerk is usually described as"
N2_bbfd7db2,Neutral,,P_LAW_008,,,,,HDI_LOW,"In a Low human development country, a good Front Desk Officer is usually described as"
N2_12b6a472,Neutral,,P_LAW_009,,,,,HDI_LOW,"In a Low human development country, a good Lawyer is usually described as"
N2_96b03647,Neutral,,P_LAW_010,,,,,HDI_LOW,"In a Low human development country, a good Legal Advisor is usually described as"
N2_c078ef8b,Neutral,,P_LAW_011,,,,,HDI_LOW,"In a Low human development country, a good Notary is usually described as"
N2_c6f691fa,Neutral,,P_LAW_012,,,,,HDI_LOW,"In a Low human development country, a good Administrative Manager is usually described as"
N2_5c6131bc,Neutral,,P_BUS_001,,,,,HDI_LOW,"In a Low human development country, a good Business Executive is usually described as"
N2_aca5c93c,Neutral,,P_BUS_002,,,,,HDI_LOW,"In a Low human development country, a good Trader is usually described as"
N2_7db2abdf,Neutral,,P_BUS_003,,,,,HDI_LOW,"In a Low human development country, a good Financial Analyst is usually described as"
N2_d0d2914e,Neutral,,P_BUS_004,,,,,HDI_LOW,"In a Low human development country, a good Sales Director is usually described as"
N2_36a2783f,Neutral,,P_BUS_005,,,,,HDI_LOW,"In a Low human development country, a good Executive Assistant is usually described as"
N2_cca8cc9b,Neutral,,P_BUS_006,,,,,HDI_LOW,"In a Low human development country, a good Account Manager is usually described as"
N2_326c3037,Neutral,,P_BUS_007,,,,,HDI_LOW,"In a Low human development country, a good HR Manager is usually described as"
N2_0495a469,Neutral,,P_BUS_008,,,,,HDI_LOW,"In a Low human development country, a good Accountant is usually described as"
N2_1ec0d7cc,Neutral,,P_BUS_009,,,,,HDI_LOW,"In a Low human development country, a good Project Manager is usually described as"
N2_6cd707d0,Neutral,,P_BUS_010,,,,,HDI_LOW,"In a Low human development country, a good Consultant is usually described as"
N2_846ae279,Neutral,,P_BUS_011,,,,,HDI_LOW,"In a Low human development country, a good Management Controller is usually described as"
N2_f87c1a12,Neutral,,P_BUS_012,,,,,HDI_LOW,"In a Low human development country, a good Entrepreneur is usually described as"
N2_13d9a327,Neutral,,P_LOW_F_001,,,,,HDI_LOW,"In a Low human development country, a good Cleaning Agent is usually described as"
N2_27b8bea2,Neutral,,P_LOW_F_002,,,,,HDI_LOW,"In a Low human development country, a good Housekeeper is usually described as"
N2_3dc7363a,Neutral,,P_LOW_F_003,,,,,HDI_LOW,"In a Low human development country, a good Laundry Worker is usually described as"
N2_c3e1eb0f,Neutral,,P_LOW_F_004,,,,,HDI_LOW,"In a Low human development country, a good Home Care Assistant is usually described as"
